Temps ;Temperatur;Consigne_T;Humidite;Consigne_H
(s);(�C);(�C);(%);(%)
43560;5.01;5.0;120.0;255.0
43590;5.01;5.0;120.0;255.0
43620;5.04;5.0;120.0;255.0
43650;5.02;5.0;120.0;255.0
43680;5.01;5.0;120.0;255.0
43710;5.0;5.0;120.0;255.0
43740;4.99;5.0;120.0;255.0
43770;4.99;5.0;120.0;255.0
43800;4.97;5.0;120.0;255.0
43830;5.0;5.0;120.0;255.0
43860;5.0;5.0;120.0;255.0
43890;5.0;5.0;120.0;255.0
43920;4.99;5.0;120.0;255.0
43950;5.0;5.0;120.0;255.0
43980;4.99;5.0;120.0;255.0
44010;5.0;5.0;120.0;255.0
44040;4.99;5.0;120.0;255.0
44070;5.0;5.0;120.0;255.0
44100;5.01;5.0;120.0;255.0
44130;5.0;5.0;120.0;255.0
44160;4.97;5.0;120.0;255.0
44190;5.01;5.0;120.0;255.0
44220;4.99;5.0;120.0;255.0
44250;4.99;5.0;120.0;255.0
44280;5.02;5.18;120.0;255.0
44310;5.17;5.43;120.0;255.0
44340;5.34;5.68;120.0;255.0
44370;5.56;5.93;120.0;255.0
44400;5.8;6.18;120.0;255.0
44430;6.05;6.43;120.0;255.0
44460;6.3;6.68;120.0;255.0
44490;6.54;6.93;120.0;255.0
44520;6.82;7.18;120.0;255.0
44550;7.08;7.43;120.0;255.0
44580;7.35;7.68;120.0;255.0
44610;7.6;7.93;120.0;255.0
44640;7.85;8.18;120.0;255.0
44670;8.12;8.43;120.0;255.0
44700;8.35;8.68;120.0;255.0
44730;8.61;8.93;120.0;255.0
44760;8.86;9.18;120.0;255.0
44790;9.1;9.43;120.0;255.0
44820;9.34;9.68;120.0;255.0
44850;9.58;9.93;120.0;255.0
44880;9.86;10.18;120.0;255.0
44910;10.11;10.43;120.0;255.0
44940;10.36;10.68;120.0;255.0
44970;10.62;10.93;120.0;255.0
45000;10.86;11.18;120.0;255.0
45030;11.09;11.43;120.0;255.0
45060;11.34;11.68;120.0;255.0
45090;11.6;11.93;120.0;255.0
45120;11.85;12.18;120.0;255.0
45150;12.11;12.43;120.0;255.0
45180;12.39;12.68;120.0;255.0
45210;12.63;12.93;120.0;255.0
45240;12.85;13.18;120.0;255.0
45270;13.11;13.43;120.0;255.0
45300;13.35;13.68;120.0;255.0
45330;13.61;13.93;120.0;255.0
45360;13.85;14.18;120.0;255.0
45390;14.11;14.43;120.0;255.0
45420;14.37;14.68;120.0;255.0
45450;14.6;14.93;120.0;255.0
45480;14.83;15.18;120.0;255.0
45510;15.09;15.43;120.0;255.0
45540;15.36;15.68;120.0;255.0
45570;15.62;15.93;120.0;255.0
45600;15.85;16.18;120.0;255.0
45630;16.12;16.43;120.0;255.0
45660;16.35;16.68;120.0;255.0
45690;16.61;16.93;120.0;255.0
45720;16.86;17.18;120.0;255.0
45750;17.12;17.43;120.0;255.0
45780;17.37;17.68;120.0;255.0
45810;17.6;17.93;120.0;255.0
45840;17.85;18.18;120.0;255.0
45870;18.1;18.43;120.0;255.0
45900;18.35;18.68;120.0;255.0
45930;18.61;18.93;120.0;255.0
45960;18.89;19.18;120.0;255.0
45990;19.11;19.43;120.0;255.0
46020;19.37;19.68;120.0;255.0
46050;19.61;19.93;120.0;255.0
